id,x,y,deg
116_61,s-1.01949573979444108,s0.66992630059185398,s169.52740771622893590
116_62,s-1.00695799525495810,s-2.38770867537283493,s169.57879488313665206
116_63,s0.37202658178832598,s-0.16282557766349001,s350.50191782502633941
116_64,s-0.40138461561861499,s-1.36713640605494202,s169.98881316292886368
116_65,s1.61392153581724695,s0.83385711317078404,s349.42110657035300392
116_66,s1.60705546364425089,s-3.24638758686702422,s349.97167808331005290
116_67,s2.02216673138499781,s0.70480316468572202,s169.29701553991071705
116_68,s0.99337238446481002,s-1.18911687482492390,s350.19786077623643905
116_69,s1.60868504534750101,s-2.22139046943861906,s349.89986897164044422
116_70,s-2.63803736819555290,s-0.30298211322036100,s350.02626200357030939
116_71,s1.00116056182300306,s-3.24617018515035616,s350.01370380510138602
116_72,s-1.03234226976092103,s-1.39148260322731798,s169.54447654960517866
116_73,s-2.23390040840360493,s1.61796319307292391,s169.92025192229448294
116_74,s-1.63289415218552492,s-0.39383607191350900,s169.22495026876757152
116_75,s0.97759299243481501,s-0.15896072186479099,s350.50191841450350694
116_76,s2.19695444550231578,s-0.16031523133563100,s349.29856860832046550
116_77,s0.35959011016268599,s0.86480570763769904,s350.69400242980623261
116_78,s0.40107569566414403,s-2.22240847541894304,s350.05543826651251038
116_79,s2.61244898149731908,s-0.30817166994026102,s169.68332240949757761
116_80,s2.80122926696157881,s-1.16642415303411395,s349.68332516820419187
116_81,s-2.23430331092027812,s2.64619758284999484,s170.05616416902967103
116_82,s-0.81948407535199697,s-3.24612497508055320,s349.57879540572298538
116_83,s0.39695367184370600,s-3.24642702641920700,s350.02933615369283871
116_84,s0.39017399717466600,s-1.19304695744331490,s350.31806001376139648
116_85,s-2.04222533055269118,s1.78758978439083105,s350.05616468217795045
116_86,s-2.22591732013667221,s-0.44684311054251702,s170.05774775575901003
116_87,s-1.63323798325938108,s0.61230884676029396,s169.43124129415673451
116_88,s-0.81851581474885404,s-2.21896632100945901,s349.54447574779214847
116_89,s0.17074853247098501,s0.69275210322281600,s170.44339782673819172
116_90,s-2.08258223206914783,s-3.24603717959568794,s349.44407750456593931
116_91,s1.41275100522482799,s-2.38994054793959387,s169.97168032952276917
116_92,s-1.42923298427651302,s-0.22811042575476800,s349.43122252518605819
116_93,s0.49687691669801198,s2.62513333112570280,s168.27270751815876793
116_94,s-2.62991352494704600,s-1.33224497909492401,s350.05774247720228232
116_95,s-0.03935126240673300,s2.07244115314612820,s348.37467378857240874
116_96,s-2.82223291903970797,s-0.47374379435969999,s170.04724115160820475
116_97,s-1.43246245497393598,s0.77832995538336203,s349.40835042380217601
116_98,s0.80756522842819300,s-2.38874176862330589,s170.02923910165714005
116_99,s2.20301601013620196,s-1.18963365140801591,s349.90808492989253864
116_100,s2.80165797215530210,s-0.13881978391757199,s349.29856315638039632
116_101,s2.80338670315548599,s-3.24509677596474200,s347.86879026894530398
116_102,s-2.04955804188195279,s0.75492398285388096,s349.92025177814048220
116_103,s-1.00771924019179604,s2.64516465664144995,s168.42788039308356929
116_104,s-1.43715851155472096,s1.78903247860113090,s349.49819262980736312
116_105,s2.21052397376394794,s-2.21908362098507395,s349.88715934566425858
116_106,s2.21134289854254718,s-3.24627170171223911,s350.03329518248710883
116_107,s-2.82236789206290295,s1.59619482876497609,s169.92022923406625523
116_108,s-0.23806468516537699,s-0.18278663612017201,s349.72158612759130847
116_109,s2.04154349160457382,s2.64642702505159999,s170.38521689418757887
116_110,s1.00406911500164897,s-2.22021197593973696,s350.03118726563002383
116_111,s-2.77446878225752203,s-2.41993479899354691,s345.71043310210939126
116_112,s0.96016185125460296,s0.86923439220462895,s349.62967045441610026
116_113,s1.41638681877535300,s-1.36404991375202700,s169.89986191918774239
116_114,s-1.01296302670536598,s1.68611687114896691,s168.43722168012345719
116_115,s1.39972275087624798,s0.67035782870730098,s169.38679494564735251
117_0,s2.04504174818766504,s0.72732987935671223,s170.06404151005267522
117_1,s-2.62297917479998510,s-1.31083252357523827,s349.26450553550353106
117_2,s-2.81257447687235018,s2.65144631625487648,s168.14869698636243811
117_3,s2.82527663882642033,s-2.18127692994586297,s350.16654000394646573
117_4,s2.06302796243272679,s1.77595310520934180,s169.97685721110519808
117_5,s0.40359373287166667,s-0.25813995035569270,s350.11712093592359452
117_6,s-1.42470692832289170,s0.77206830229435330,s349.92751584179313795
117_7,s-0.21021292736675470,s1.79517687822145877,s350.00006418340331038
117_8,s2.05374175358037370,s-2.37766470596989432,s170.32928009266538538
117_9,s-2.81123997949985682,s-0.45514651109166415,s169.26450055807345052
117_10,s-0.40340821023464030,s2.65260130367604097,s170.00006343824156829
117_11,s-1.63800595016801021,s-2.43623786954104249,s169.06750645836109470
117_12,s0.39404082047509498,s1.79517576887147534,s350.00003407866825000
117_13,s1.64629485194360314,s-3.25260130367604505,s349.88833002760520685
117_14,s2.07524983747956160,s2.65259451362359000,s169.99011670209961267
117_15,s-0.98596409414199071,s-2.44549647770660838,s169.06750991016588159
117_16,s-0.80874099438114566,s-0.25771161036272994,s349.99985046880146911
117_17,s-1.42077386410391537,s-2.27443230978659594,s349.01582843200685602
117_18,s2.04876002762035592,s-0.30788787004146229,s170.12919861613886496
117_19,s0.99829186510716583,s1.79517321741550040,s349.99935330813673318
117_20,s0.84622597671028377,s-2.39951361141216823,s169.73285205050433433
117_21,s0.24061035763354505,s-2.39472855780381266,s169.71499179730562901
117_22,s-1.01231919942837134,s1.62698781481378352,s169.99984845677045087
117_23,s-1.00289559575255982,s0.59903954281016203,s169.99984708516103638
117_24,s-1.61065158582488466,s0.60196354868636670,s169.92840396970677830
117_25,s-0.40787968537231106,s1.62686625296459009,s170.01862136264821856
117_26,s0.44513441267653059,s-2.22855137946731663,s349.72049386252251679
117_27,s0.43042996513831405,s-3.25248512209449059,s349.71500010278668924
117_28,s0.22149268605780972,s-0.42942687304665333,s170.11712082120197920
117_29,s1.05002995375007524,s-1.20517220621202692,s350.04443195870203454
117_30,s1.41095654742586718,s1.68803505710818835,s169.98765188017114269
117_31,s-1.61338553830981013,s-0.42298667043572752,s169.00454614406226028
117_32,s2.83073530599155720,s0.92462956275075903,s345.86245155369260829
117_33,s0.19654184624675816,s1.62683551611341848,s170.01862915785864061
117_34,s-0.80905765332830359,s-1.25984558591631690,s349.18931686221299060
117_35,s-2.81063202056649519,s1.60933243940455428,s169.81268211803239865
117_36,s0.81004404159758103,s0.61532062084933681,s170.06402772812589319
117_37,s-2.81076913223652713,s0.57597297080816667,s169.68654772860918456
117_38,s-1.63125166157724966,s-1.45143283213491769,s169.00594707576465225
117_39,s0.22713427019063062,s-1.40399148143535402,s169.73194168134159554
117_40,s-1.61768772420902462,s1.62912812793655237,s169.92751561993077303
117_41,s1.64745599028829015,s-2.22409044998305694,s349.89578543963671109
117_42,s-2.21911644802680996,s2.65256605834472392,s169.94835630300326557
117_43,s-1.43758544581325332,s-1.28531722096656975,s349.00566730373429891
117_44,s1.05068936768493049,s-2.23329515265766299,s349.73283515646289743
117_45,s-2.62592702192586147,s-0.28502795643612755,s349.68656490992611907
117_46,s-0.38408480195585248,s-0.42938853436249386,s170.11712664021774799
117_47,s-0.81894636353722372,s0.76968930181640505,s349.99984784649836911
117_48,s1.46185833850213398,s-1.36210515653530018,s169.89578966210865474
117_49,s-2.62729802423602266,s0.74637416484273633,s349.81270144968470959
117_50,s-2.05084165659543194,s-2.33258233682664651,s349.00582074787575948
117_51,s1.45531275341587985,s0.70429506047179857,s170.06402265298083876
117_52,s2.23714024730027905,s-1.16962173162713134,s350.12919049278502825
117_53,s-0.18824450766162817,s-1.28578795736560214,s350.11712652131768664
117_54,s2.82532462577624388,s-0.10855421760216259,s350.09336444320922510
117_55,s-2.21975263567845760,s-1.46558940904898272,s169.00595821643264571
117_56,s1.45692783718034025,s-2.39329850625035778,s169.88832889207469634
117_57,s-0.19405278456705313,s-3.21537136860428863,s348.54116238328242616
117_58,s-0.99435564125077613,s-1.42823781899776003,s169.06752607177327263
117_59,s-0.20198377163902018,s-0.25810158657836108,s350.11712734516072487
117_60,s1.04311230821362999,s-3.25249699754516053,s349.73285126307769133
117_61,s1.64126682797129453,s-0.15866742378238102,s350.06403700904752441
117_62,s-2.84931791807142032,s-2.76369949711282414,s209.10810809637973762
117_63,s-0.80075587746702004,s-2.27757398149982127,s349.06752421201076686
117_64,s2.05422931410814558,s-1.34110532289678419,s169.89802381775575668
117_65,s-2.81305573350081772,s-1.48027815674594088,s167.77130296277027810
117_66,s0.20084745774979856,s2.65260128044073262,s170.00003109377780675
117_67,s-1.41994607315180388,s1.79713397597941893,s349.92755743630482357
117_68,s-2.02714498716714830,s1.79465165238261681,s349.94803229212129736
117_69,s-2.21880201748084227,s1.62546795095780383,s169.91839074965446343
117_70,s0.20775348718134942,s0.59825946417277898,s170.11711971108843500
117_71,s-1.41574611946149864,s-0.25375849131879730,s349.92840216163654077
117_72,s2.82952372084581594,s-3.23819525093708815,s346.43840703514700863
117_73,s-2.02863788914129994,s0.76648806381899948,s349.91990751292792083
117_74,s-2.73387996195112892,s-2.39640726457495790,s347.77129746818877720
117_75,s-2.02186699511408419,s-0.25906458680520311,s349.92840346863999912
117_76,s1.01039071924311052,s0.78333063977439965,s350.01860365893162452
117_77,s-0.37153113269412408,s-1.45729574251250993,s169.79303267853083526
117_78,s2.78224791896880186,s1.84300086307808164,s165.84932479807002892
117_79,s0.80108534178960200,s1.62678073095050491,s170.01860450800973013
117_80,s2.22768239837662740,s0.89866941576888026,s349.97116574128335742
117_81,s2.64332324993076773,s-1.31474236786720056,s170.16652826081099192
117_82,s-0.21430681614160191,s0.76957438890087759,s350.01862921771044057
117_83,s-0.76400310717463116,s-3.25206816449841174,s349.06751132951376349
117_84,s0.85564386411507476,s-0.34824822743310746,s170.04600985880961161
117_85,s1.05102036365583840,s-0.17940386498670385,s350.06402286874208585
117_86,s1.40946016803562668,s2.65259445746665934,s169.99011105834597402
117_87,s2.64321524958336340,s-2.35335367843860466,s170.33001387043577779
117_88,s2.63890314869133125,s-0.27948649152634825,s170.19164876386275864
117_89,s-2.03433822714374379,s-1.29773484773480319,s349.00582257022006161
117_90,s-2.21665300657846576,s0.59674092409783530,s169.92840992450646809
117_91,s1.64451087115220784,s1.84990631483283963,s349.99010378645971286
117_92,s2.36900991663852345,s1.94160267972482470,s349.99011258417772297
117_93,s-0.39770358254092997,s0.59838261941103044,s170.11712184566522410
117_94,s2.23082603612941721,s-0.13655639746880013,s350.13078994751208484
117_95,s-2.62753014807941643,s1.78017439028911850,s349.94847303693450158
117_96,s2.82527658391421044,s-1.14329821323409653,s350.16659737743270853
117_97,s0.86084041455403260,s-1.37543301795351858,s169.73283579650524189
117_98,s2.24328941498687184,s-3.24004916740525450,s350.33003106766909696
117_99,s2.23732274346671156,s-2.20535912596447226,s349.79084820459206639
117_100,s1.45625098819017507,s-0.32940762471731388,s170.09000714334683835
117_101,s1.64475144176003973,s-1.19077166942270196,s350.09002286654708769
117_102,s2.84931791807222723,s2.53052765641403976,s203.63340552911859049
117_103,s1.63947045589831353,s0.87518198916111511,s349.98765384363628073
117_104,s-1.00768068050006043,s2.65260111693303013,s169.99984451327031820
117_105,s-1.01417155967527561,s-0.42563054695831654,s169.18931034265619928
117_106,s2.63335312405493616,s0.75086193117329192,s170.13079740958619368
117_107,s-2.31818206251054493,s-2.48476341194140371,s169.06971433466105736
117_108,s-1.42218531601237252,s-3.25206815825218110,s349.06750639071947262
117_109,s-0.17630074479973559,s-2.31184982812462048,s349.79208399317280964
117_110,s0.39021522592305613,s0.76961413204766316,s350.01862732416475410
117_111,s0.80510839602621476,s2.65260081497976730,s169.99934804913277731
117_112,s-1.61527843947743421,s2.65255195157914958,s169.92755987429268316
117_113,s-2.20695762149260144,s-0.43018883496201615,s169.26450429915348650
117_114,s-2.07015694450149912,s-3.25206952677180494,s349.06971396015296705
117_115,s0.45307071148720846,s-1.23983426146698261,s350.11711617204832692
117_116,s-0.81447283836652384,s1.79518705543068968,s349.99984621809107921
118_0,s-1.02361566146795502,s-2.44318370553135900,s169.01615127133436545
118_1,s-1.43633261146092295,s-2.28650788062922805,s348.65280776230542870
118_2,s1.43748592932534502,s0.70133089100312895,s169.81967194092590034
118_3,s2.62113244074887319,s-1.32594465645365500,s169.99283486932654341
118_4,s2.21136727413359813,s0.89287564940597797,s349.82369404028577264
118_5,s0.79604956264698601,s0.62274992192278300,s169.81988823818983292
118_6,s0.19422528100636499,s-0.39593088527156101,s169.79037442507137712
118_7,s-0.22662351688513999,s-0.22219954541372100,s349.82571537073249601
118_8,s-2.25763981355104182,s2.65129117756714106,s170.47086603471166200
118_9,s1.62327167796519189,s0.87116834818159194,s349.81982805705797546
118_10,s0.78609294560392096,s1.64949214351258200,s169.82716330655557613
118_11,s0.97904178426167299,s0.79311797416199303,s349.82716143281686527
118_12,s-2.84879147754122419,s-1.49913659507410890,s163.42614669818340190
118_13,s-0.22031709878075600,s-1.25006227987938989,s349.80680906780139594
118_14,s-2.08909680474717296,s-2.35238230935465387,s347.63520223279806487
118_15,s-2.65662631303921382,s1.76892829641567806,s350.47030575325493373
118_16,s-0.18255442043056999,s-2.23045461370479181,s349.67005910319949180
118_17,s-2.23678623085097783,s-0.44822994729822302,s170.13002975933545713
118_18,s0.42301723462806001,s-1.20479490629211594,s349.79037425326805533
118_19,s-1.46668232684553002,s0.77015333091938898,s349.84022330269067425
118_20,s2.21542263540343809,s-2.21341002527494002,s349.87883800276654256
118_21,s2.72316495910069190,s1.82939926023229193,s167.99727084381447639
118_22,s-2.36183453553768485,s-2.49734555393565794,s167.63263387276674621
118_23,s-0.38402720534470902,s-2.39702715312078896,s169.67006001942536386
118_24,s-2.04862078190479791,s-1.31070463280832405,s350.00767058807605281
118_25,s-0.85872974186327899,s-0.25387430713645098,s349.83262707170274552
118_26,s2.21964885538879919,s-3.24841406552933609,s350.24382956869908412
118_27,s0.37083135695597103,s0.80063349393903105,s349.82717048035783591
118_28,s-1.05059436739763301,s2.65612409541983796,s169.83711354074625888
118_29,s-2.23963138291058605,s-1.48310480516040699,s167.63983590357247522
118_30,s2.80362691195092184,s-1.15505395272025502,s349.99361929580663855
118_31,s-1.65462733209636803,s2.65612615721706202,s169.84018172880587372
118_32,s2.62098783915860389,s-2.36267065658799291,s170.24382981128519532
118_33,s2.03273541468614916,s-1.34939383519335498,s169.88923341717008952
118_34,s-0.19660654357223600,s-3.25612615701336594,s349.67006048736084267
118_35,s2.80506718946048617,s-3.24803600943294679,s346.50973277113621407
118_36,s-0.25886521781156502,s0.77283418010231297,s349.83023811189991648
118_37,s2.61622473169580116,s0.74137443408419501,s170.01200287849360393
118_38,s-2.83964235139104382,s1.59614469488269806,s169.92945170122425225
118_39,s1.61991802787883099,s-0.16230530441950000,s349.81967204213879086
118_40,s2.21559172429073303,s-1.17840558699848907,s349.99963983037901016
118_41,s-0.82458630353905304,s-2.27534591485848381,s349.66133106561187560
118_42,s-1.46074192108972101,s-3.25548605695014404,s348.65280942377876272
118_43,s1.43682652404468292,s-0.33322935384340502,s169.97091325142673668
118_44,s0.97463976622129400,s1.81886925673497690,s349.83093785457595004
118_45,s-2.64300868598459893,s-1.32489004864837590,s350.01581902110342526
118_46,s-2.25105950112417119,s1.61783726574352205,s169.92933578024508279
